CustomerID,actual_churn,predicted_churn,churn_probability,prediction_correct
54618,1,1,0.9591035271766635,True
54288,1,1,0.9530747521874926,True
50339,1,1,0.9450017885204868,True
51215,1,1,0.9397367821469321,True
50936,1,1,0.936417799382057,True
53751,1,1,0.9309568953942828,True
54023,1,1,0.9276565079160022,True
51012,1,1,0.9235543193419441,True
52094,1,1,0.9200236255719207,True
50329,1,1,0.9162628867774052,True
52077,1,1,0.9162189388216387,True
51517,1,1,0.9160161967830404,True
50607,1,1,0.9106979177637382,True
50808,1,1,0.9100385042242439,True
50944,1,1,0.906091832170927,True
54870,1,1,0.9054738735843212,True
52343,1,1,0.9029885064359735,True
50199,1,1,0.9003967479396567,True
55434,1,1,0.8988704787207024,True
51510,0,1,0.8922816685820066,False
55314,1,1,0.8918361929542594,True
51803,1,1,0.8907046970756493,True
52582,1,1,0.8898767268346083,True
51038,1,1,0.888331357105451,True
51312,0,1,0.8859098610296684,False
50933,1,1,0.885114469228331,True
55229,1,1,0.881257885884592,True
50014,1,1,0.8796679230154575,True
53009,0,1,0.8783939777006065,False
54263,1,1,0.8763041397805276,True
54127,0,1,0.8745441333315296,False
50438,1,1,0.8728986105654555,True
52920,1,1,0.8721135737297235,True
54601,1,1,0.8690422796514704,True
50013,1,1,0.8686730931647731,True
53727,1,1,0.8682416433638358,True
51516,0,1,0.8666042096692504,False
50569,1,1,0.865721396594125,True
52353,1,1,0.8639585824619875,True
54990,1,1,0.8638690164428755,True
50355,1,1,0.8619245466934689,True
51457,1,1,0.8617059753077113,True
52721,1,1,0.8599882330965127,True
55271,1,1,0.8594748975612788,True
55347,1,1,0.8583891000902139,True
54454,1,1,0.8574290672743353,True
52423,1,1,0.8565598482290434,True
54806,1,1,0.8556470717317122,True
50718,1,1,0.8555856794619914,True
55362,1,1,0.8542262284796941,True
52788,1,1,0.8538345116833602,True
54750,1,1,0.85378408140798,True
51348,1,1,0.8531621590975896,True
54923,1,1,0.8528831766124886,True
52483,0,1,0.8515082369233994,False
53580,0,1,0.8484763909439352,False
51473,1,1,0.8473348667963072,True
51318,1,1,0.845883288993007,True
51133,1,1,0.8421107479086933,True
51157,1,1,0.8416689023604293,True
54040,0,1,0.8411315125218144,False
52126,1,1,0.8408303895221723,True
53305,1,1,0.8405759764714078,True
52617,1,1,0.8390726222351796,True
53196,0,1,0.83751437051131,False
52513,1,1,0.8372150001467081,True
54497,1,1,0.8366185212913628,True
55173,1,1,0.835531605927686,True
53069,1,1,0.8354226416118091,True
53749,1,1,0.8353744702750275,True
51043,1,1,0.833041300609044,True
54817,1,1,0.8323146203616225,True
54104,0,1,0.8271041761308111,False
54293,1,1,0.8266024515879894,True
51585,1,1,0.8243096325368313,True
53487,1,1,0.8239976057218353,True
53126,1,1,0.8235913915923169,True
54400,1,1,0.818469356896547,True
54957,1,1,0.8146764404479563,True
55177,1,1,0.8141920207832137,True
53707,1,1,0.8141920207832137,True
55398,1,1,0.8139757395530074,True
54775,1,1,0.8122517614924495,True
53671,1,1,0.8109209519997052,True
52199,0,1,0.8101726708507901,False
51728,1,1,0.8071913371699783,True
50258,1,1,0.8071913371699783,True
53384,1,1,0.8064839784352728,True
51363,0,1,0.8052057248281277,False
55540,1,1,0.8051610683547541,True
50861,1,1,0.8008854547077362,True
53698,1,1,0.7974088327229879,True
50474,1,1,0.7955781217715523,True
53697,1,1,0.795094794210583,True
54182,1,1,0.7916414219685255,True
50381,0,1,0.7898362496065914,False
50297,1,1,0.787799271602733,True
53859,0,1,0.7876768705430878,False
50768,1,1,0.7861100055652497,True
52187,0,1,0.7803030023219137,False
54425,1,1,0.778505575625432,True
55107,1,1,0.7782862357698386,True
52950,1,1,0.77755031761891,True
55222,0,1,0.777303920159967,False
52741,1,1,0.7744592536501987,True
52992,0,1,0.7737408721626522,False
53676,1,1,0.7712368561320302,True
50298,1,1,0.7677482864624082,True
50140,1,1,0.7676791098163129,True
53276,1,1,0.7675304102918723,True
50332,0,1,0.7577947660427975,False
54215,0,1,0.7574623114701686,False
51768,1,1,0.7572833885237372,True
55182,1,1,0.7548222835254249,True
51932,0,1,0.7537738281300079,False
54893,1,1,0.7526965434384105,True
53165,0,1,0.7526739912382516,False
52098,1,1,0.7498608371461725,True
54746,1,1,0.7497407080189891,True
51389,0,1,0.7489226870381678,False
54203,1,1,0.7477013257528441,True
53532,0,1,0.7473738090549957,False
50416,1,1,0.7458048516894858,True
53397,1,1,0.7453052289543884,True
55625,0,1,0.7450297704012039,False
53277,0,1,0.7445515286051,False
50261,1,1,0.7442595962158792,True
51550,1,1,0.7441710820348785,True
50461,1,1,0.7411180653211642,True
55217,1,1,0.7370230208814087,True
50196,0,1,0.7364875081329164,False
54953,1,1,0.7338402091769923,True
52456,1,1,0.7336739387032943,True
51964,0,1,0.7329667099865521,False
52123,1,1,0.7326711794133519,True
53112,1,1,0.7316205099811556,True
55499,1,1,0.7307998295522872,True
50032,0,1,0.7297943380662797,False
53527,1,1,0.7283458384854675,True
53600,0,1,0.7263844441834222,False
50582,1,1,0.7238815291333678,True
52052,1,1,0.7238815291333678,True
50510,0,1,0.7237629799496544,False
51743,0,1,0.7199770305320957,False
54759,1,1,0.7186137993257059,True
54913,1,1,0.7134739791337285,True
50080,1,1,0.7096993743327518,True
51842,0,1,0.7081321207490328,False
51214,1,1,0.7079137578974304,True
53289,1,1,0.7062188880008174,True
51552,0,1,0.7062171093000525,False
54637,0,1,0.7054431152872688,False
55451,1,1,0.7042062892471367,True
52009,1,1,0.7041201621294543,True
52584,0,1,0.7022036205672655,False
55473,1,1,0.6991096544754548,True
52031,0,1,0.6977040064047961,False
50888,1,1,0.690947055536911,True
51896,0,1,0.6891178516513305,False
50162,1,1,0.6888410889564324,True
51309,0,1,0.6887598248128309,False
54630,1,1,0.688638576994395,True
52732,0,1,0.6882570244937267,False
50112,1,1,0.6876853626875803,True
53937,1,1,0.6863940903740245,True
55407,1,1,0.6863940903740245,True
54202,0,1,0.684049898250803,False
51630,0,1,0.682010821730049,False
50256,0,1,0.6818302407389849,False
52015,1,1,0.6802209834193357,True
53666,1,1,0.6794725052617656,True
53929,0,1,0.6765483348812394,False
54322,0,1,0.6765013980222399,False
55339,0,1,0.6762009040762672,False
50959,1,1,0.6754481020264157,True
53306,0,1,0.6746492409855402,False
51582,1,1,0.6745293258368236,True
50512,1,1,0.6657286905584193,True
53797,1,1,0.6628990431961529,True
52891,0,1,0.6595211811199095,False
50901,0,1,0.6586071451864051,False
51984,0,1,0.6563609364595346,False
52001,0,1,0.6525656123870293,False
52184,1,1,0.6519763949543812,True
51677,0,1,0.6489879460261446,False
51173,1,1,0.6484139964241418,True
50292,0,1,0.6483145928672162,False
52349,0,1,0.6458548404531372,False
50058,1,1,0.6418631348846763,True
51528,1,1,0.6418631348846763,True
51278,0,1,0.6412487814691284,False
54378,1,1,0.641082522175546,True
53425,0,1,0.6406414980336905,False
52202,0,1,0.6396592269208186,False
52748,0,1,0.638692313782226,False
55331,0,1,0.6324347210578307,False
52576,0,1,0.63143322771063,False
50815,1,1,0.629858022831142,True
54077,0,1,0.6294662060873254,False
55332,1,1,0.6287110681775601,True
54962,1,1,0.6203763850752236,True
51299,0,1,0.6202534803879396,False
51045,0,1,0.6163207594855071,False
55200,1,1,0.6154191509664504,True
52174,1,1,0.6142639230916918,True
50078,0,1,0.6136377180781601,False
51548,0,1,0.6136377180781601,False
55563,0,1,0.6132758865729493,False
53241,0,1,0.6093375454893922,False
52339,0,1,0.6088970467000333,False
53256,0,1,0.6075895411986052,False
52235,0,1,0.6059898772036627,False
52977,1,1,0.6042551259748766,True
53840,0,1,0.6039923465184315,False
55082,0,1,0.603521471503323,False
54366,1,1,0.6022877245982916,True
50516,0,1,0.6003640262974964,False
50765,0,1,0.594896371252555,False
53716,0,1,0.5944450056922499,False
51072,0,1,0.5939440126515017,False
50244,1,1,0.5921112462397508,True
53161,0,1,0.5856780606326119,False
50655,1,1,0.5851239234011288,True
51844,0,1,0.5839613630133808,False
55154,0,1,0.5838421769253725,False
52203,1,1,0.5818886464680167,True
52208,0,1,0.5811995049321154,False
51480,0,1,0.5807494208802447,False
52550,1,1,0.5786156052338847,True
55165,0,1,0.5770917150788553,False
55622,1,1,0.5766156396964508,True
53415,0,1,0.574953508912112,False
54885,0,1,0.5745433061460218,False
54098,0,1,0.5728029563573596,False
50008,1,1,0.5710729920190686,True
50536,1,1,0.5671264072516351,True
54164,0,1,0.5661902995706343,False
50036,0,1,0.5659473359274237,False
52006,1,1,0.5652494929626884,True
52835,1,1,0.5652274792693025,True
51258,0,1,0.5646313759440511,False
52728,0,1,0.5640955128198945,False
54930,0,1,0.563815475891113,False
51388,1,1,0.5614327547335637,True
54994,0,1,0.561379073542751,False
54365,1,1,0.5596394384311583,True
53254,0,1,0.55517037726451,False
50744,0,1,0.5534626502358148,False
50488,0,1,0.5531206810293057,False
52594,0,1,0.5527062445347124,False
54940,1,1,0.551697840344367,True
51124,0,1,0.5514661651966447,False
54631,0,1,0.5474471386823891,False
55409,0,1,0.5426871403898735,False
53601,0,1,0.5410907765575924,False
52017,0,1,0.5410469912763746,False
53329,0,1,0.5402427428245035,False
51298,0,1,0.5399225817109771,False
55063,0,1,0.5391723477538833,False
54677,0,1,0.5335179372839679,False
52827,1,1,0.5334769297409785,True
54500,0,1,0.5332586413351332,False
50056,0,1,0.5308547578487885,False
50988,1,1,0.52529214562111,True
53364,0,1,0.52423236698173,False
55244,1,1,0.5211837470378551,True
54073,0,1,0.5210410423527837,False
54158,0,1,0.5208655840629876,False
52214,0,1,0.5203084663909732,False
51213,0,1,0.5196790730051967,False
55018,1,1,0.5192016948053616,True
52468,0,1,0.5172231725569708,False
52871,0,1,0.5168554941471125,False
52159,1,1,0.5165205203561947,True
54363,0,1,0.5151317390463876,False
55583,0,1,0.5125996483145823,False
50479,0,1,0.5080718481690596,False
52416,0,1,0.5060423090107176,False
51346,1,1,0.5047764383048325,True
